soal,versi-soal,prob_benar_menjawab,level,stanza,gpt,manual
"Dalam anatomi biji monokotil, bagian yang menyimpan cadangan makanan adalah",095v001,"0,63",2,"Dalam/NSD anatomi/NSD biji/NSD monokotil/X-- ,/Z-- bagian/NSD yang/S-- menyimpan/VSA cadangan/NSD makanan/NSD adalah/O--","Dalam/R-- anatomi/NSD biji/NSD monokotil/NSD ,/Z-- bagian/NSD yang/S-- menyimpan/VSA cadangan/NSD makanan/NSD adalah/VSB","Dalam/R-- anatomi/NSD biji/NSD monokotil/NSD ,/Z-- bagian/NSD yang/S-- menyimpan/VBT cadangan/NSD makanan/NSD adalah/VBL"
Bagian biji monokotil yang berfungsi sebagai tempat cadangan makanan adalah,095v002,"0,73",1,Bagian/NSD biji/NSD monokotil/X-- yang/S-- berfungsi/VSA sebagai/R-- tempat/NSD cadangan/NSD makanan/NSD adalah/O--,Bagian/NSD biji/NSD monokotil/NSD yang/S-- berfungsi/VSA sebagai/R-- tempat/NSD cadangan/NSD makanan/NSD adalah/VSB,Bagian/NSD biji/NSD monokotil/NSD yang/S-- berfungsi/VSA sebagai/R-- tempat/NSD cadangan/NSD makanan/NSD adalah/VBL
"Pada anatomi biji monokotil, bagian biji yang berperan untuk cadangan makanan adalah",095v003,"0,75",1,"Pada/R-- anatomi/NSD biji/NSD monokotil/X-- ,/Z-- bagian/NSD biji/NSD yang/S-- berperan/VSA untuk/R-- cadangan/NSD makanan/NSD adalah/O--","Pada/R-- anatomi/NSD biji/NSD monokotil/NSD ,/Z-- bagian/NSD biji/NSD yang/S-- berperan/VSA untuk/R-- cadangan/NSD makanan/NSD adalah/VSB","Pada/R-- anatomi/NSD biji/NSD monokotil/NSD ,/Z-- bagian/NSD biji/NSD yang/S-- berperan/VSA untuk/R-- cadangan/NSD makanan/NSD adalah/VBL"
Pinus adalah bagian dari kelompok Gymnospermae dari divisi,097v001,"0,40",2,Pinus/X-- adalah/O-- bagian/NSD dari/R-- kelompok/NSD Gymnospermae/X-- dari/R-- divisi/NSD,Pinus/NSB adalah/VSB bagian/NSD dari/R-- kelompok/NSD Gymnospermae/X-- dari/R-- divisi/NSD,Pinus/NSD adalah/VBL bagian/NSD dari/R-- kelompok/NUM Gymnospermae/F-- dari/R-- divisi/NSD
"Dalam divisi, Pinus termasuk ke dalam anggota Gymnospermae",097v002,"0,11",3,"Dalam/NSD divisi/NSD ,/Z-- Pinus/X-- termasuk/R-- ke/R-- dalam/ASP anggota/NSD Gymnospermae/X--","Dalam/R-- divisi/NSD ,/Z-- Pinus/NSB termasuk/VSA ke/R-- dalam/R-- anggota/NSD Gymnospermae/X--","Dalam/R-- divisi/NSD ,/Z-- Pinus/NSD termasuk/VBI ke/R-- dalam/R-- anggota/NSD Gymnospermae/F--"
Anggota Gymnospermae dalam divisi termasuk,097v003,"0,43",2,Anggota/NSD Gymnospermae/X-- dalam/ASP divisi/NSD termasuk/R--,Anggota/NSD Gymnospermae/X-- dalam/R-- divisi/NSD termasuk/VSA,Anggota/NSD Gymnospermae/F-- dalam/R-- divisi/NSD termasuk/VBI
"Berikut ini adalah beberapa spesies dari kingdom Plantae yang sering digunakan sebagai sumber utama karbohidrat, seperti",099v001,"0,56",2,"Berikut/VSA ini/B-- adalah/O-- beberapa/B-- spesies/NSD dari/R-- kingdom/F-- Plantae/X-- yang/S-- sering/D-- digunakan/VSP sebagai/R-- sumber/NSD utama/ASP karbohidrat/NSD ,/Z-- seperti/R--","Berikut/R-- ini/X-- adalah/VSB beberapa/X-- spesies/NSD dari/R-- kingdom/NSD Plantae/X-- yang/S-- sering/B-- digunakan/VSP sebagai/R-- sumber/NSD utama/ASP karbohidrat/NSD ,/Z-- seperti/R--","Berikut/ADJ ini/PRD adalah/VBL beberapa/NUM spesies/NSD dari/R-- kingdom/NSD Plantae/F-- yang/S-- sering/ADJ digunakan/VSP sebagai/R-- sumber/NSD utama/ADJ karbohidrat/NSD ,/Z-- seperti/R--"
Contoh-contoh spesies dari kingdom Plantae yang umumnya menjadi sumber utama karbohidrat adalah,099v002,"1,00",1,Contoh-contoh/NSD PAD/PAD PAD/PAD spesies/NSD dari/R-- kingdom/F-- Plantae/X-- yang/S-- umumnya/B-- PAD/PAD menjadi/VSA sumber/NSD utama/ASP karbohidrat/NSD adalah/O--,Contoh-contoh/NSD PAD/PAD PAD/PAD spesies/NSD dari/R-- kingdom/NSD Plantae/X-- yang/S-- umumnya/B-- PAD/PAD menjadi/VSA sumber/NSD utama/ASP karbohidrat/NSD adalah/VSB,Contoh/NSD -/Z-- contoh/NSD spesies/NSD dari/R-- kingdom/NSD Plantae/F-- yang/S-- umum/ADJ nya/PRF menjadi/VBT sumber/NSD utama/ADJ karbohidrat/NSD adalah/VBL
Spesies dari kingdom Plantae yang biasanya digunakan sebagai sumber utama karbohidrat meliputi,099v003,"0,57",2,Spesies/NSD dari/R-- kingdom/F-- Plantae/X-- yang/S-- biasanya/D-- PAD/PAD digunakan/VSP sebagai/R-- sumber/NSD utama/ASP karbohidrat/NSD meliputi/VSA,Spesies/NSD dari/R-- kingdom/NSD Plantae/X-- yang/S-- biasanya/B-- PAD/PAD digunakan/VSP sebagai/R-- sumber/NSD utama/ASP karbohidrat/NSD meliputi/VSA,Spesies/NSD dari/R-- kingdom/NSD Plantae/F-- yang/S-- biasa/ADJ nya/PRF digunakan/VSP sebagai/R-- sumber/NSD utama/ADJ karbohidrat/NSD meliputi/VSA
CO2 bisa mengakibatkan,102v001,"0,44",2,CO2/X-- bisa/M-- mengakibatkan/VSA,CO2/NSB bisa/VSA mengakibatkan/VSA,CO2/X-- bisa/VSA mengakibatkan/VBT
CO2 adalah polutan udara yang dapat menyebabkan,102v002,"0,67",2,CO2/X-- adalah/O-- polutan/NSD udara/NSD yang/S-- dapat/VSA menyebabkan/VSA,CO2/NSB adalah/VSB polutan/NSD udara/NSD yang/S-- dapat/VSA menyebabkan/VSA,CO2/X-- adalah/VBL polutan/NSD udara/NSD yang/S-- dapat/VSA menyebabkan/VBT
Dampak polutan udara adalah,102v003,"0,46",2,Dampak/NSD polutan/NSD udara/NSD adalah/O--,Dampak/NSD polutan/NSD udara/NSD adalah/VSB,Dampak/NSD polutan/NSD udara/NSD adalah/VBL
Pernyataan yang salah adalah,105v001,"0,52",2,Pernyataan/NSD yang/S-- salah/ASP adalah/O--,Pernyataan/NSD yang/S-- salah/ASP adalah/VSB,Pernyataan/NSD yang/S-- salah/ADJ adalah/VBL
Pernyataan yang tidak tepat tentang perlindungan lingkungan adalah,105v002,"0,80",1,Pernyataan/NSD yang/S-- tidak/G-- tepat/ASP tentang/VSA perlindungan/NSD lingkungan/NSD adalah/O--,Pernyataan/NSD yang/S-- tidak/B-- tepat/ASP tentang/R-- perlindungan/NSD lingkungan/NSD adalah/VSB,Pernyataan/NSD yang/S-- tidak/ADV tepat/ASP tentang/VSA perlindungan/NSD lingkungan/NSD adalah/O--
Pernyataan yang tidak benar adalah,105v003,"0,50",2,Pernyataan/NSD yang/S-- tidak/G-- benar/ASP adalah/O--,Pernyataan/NSD yang/S-- tidak/B-- benar/ASP adalah/VSB,Pernyataan/NSD yang/S-- tidak/ADV benar/ADJ adalah/VBL
"Bencana banjir yang melanda beberapa kota tidak hanya disebabkan oleh tingginya curah hujan. Faktor kerusakan hutan di kawasan tangkapan air wilayah hulu sungai diidentifikasi sebagai penyebab utama sering terjadinya banjir. Dampaknya juga berupa pendangkalan sungai. Kerusakan hutan disebabkan oleh beberapa kegiatan manusia, antara lain pembelakan liar dan penambangan liar. Kerusakan hutan juga banyak terjadi akibat kebakaran hutan, alih fungsi hutan menjadi kebun kelapa sawit, pertambangan batu baru, dan penambangan emas liar. Cara mengatasi permasalahan tersebut adalah",106v001,"0,50",2,"Bencana/NSD banjir/NSD yang/S-- melanda/VSA beberapa/B-- kota/NSD tidak/G-- hanya/D-- disebabkan/VSP oleh/R-- tinggi/ASP nya/PS3 curah/VSA hujan/NSD ./Z-- Faktor/NSD kerusakan/NSD hutan/NSD di/R-- kawasan/NSD tangkapan/NSD air/NSD wilayah/NSD hulu/NSD sungai/NSD diidentifikasi/VSP sebagai/R-- penyebab/NSD utama/ASP sering/D-- terjadi/VSP nya/PS3 banjir/NSD ./Z-- Dampaknya/NSD PAD/PAD juga/D-- berupa/VSA pendangkalan/NSD sungai/NSD ./Z-- Kerusakan/NSD hutan/NSD disebabkan/VSP oleh/R-- beberapa/B-- kegiatan/NSD manusia/NSD ,/Z-- antara/R-- lain/ASP pembelakan/NSD liar/ASP dan/H-- penambangan/NSD liar/ASP ./Z-- Kerusakan/NSD hutan/NSD juga/D-- banyak/B-- terjadi/VSP akibat/NSD kebakaran/NSD hutan/NSD ,/Z-- alih/VSA fungsi/NSD hutan/NSD menjadi/VSA kebun/NSD kelapa/NSD sawit/NSD ,/Z-- pertambangan/NSD batu/NSD baru/ASP ,/Z-- dan/H-- penambangan/NSD emas/NSD liar/ASP ./Z-- Cara/NSD mengatasi/VSA permasalahan/NSD tersebut/B-- adalah/O--","Bencana/NSD banjir/NSD yang/S-- melanda/VSA beberapa/D-- kota/NSD tidak/B-- hanya/R-- disebabkan/VSP oleh/R-- tingginya/NSD PAD/PAD curah/NSD hujan/NSD ./Z-- Faktor/NSD kerusakan/NSD hutan/NSD di/R-- kawasan/NSD tangkapan/NSD air/NSD wilayah/NSD hulu/NSD sungai/NSD diidentifikasi/VSP sebagai/R-- penyebab/NSD utama/ASP sering/R-- terjadinya/VSP PAD/PAD banjir/NSD ./Z-- Dampaknya/NSD PAD/PAD juga/R-- berupa/VSA pendangkalan/NSD sungai/NSD ./Z-- Kerusakan/NSD hutan/NSD disebabkan/VSP oleh/R-- beberapa/D-- kegiatan/NSD manusia/NSD ,/Z-- antara/R-- lain/R-- pembalakan/NSD liar/ASP dan/CC- penambangan/NSD liar/ASP ./Z-- Kerusakan/NSD hutan/NSD juga/R-- banyak/R-- terjadi/VSA akibat/R-- kebakaran/NSD hutan/NSD ,/Z-- alih/NSD fungsi/NSD hutan/NSD menjadi/VSA kebun/NSD kelapa/NSD sawit/NSD ,/Z-- pertambangan/NSD batu/NSD bara/NSD ,/Z-- dan/CC- penambangan/NSD emas/NSD liar/ASP ./Z-- Cara/NSD mengatasi/VSA permasalahan/NSD tersebut/D-- adalah/VSA","Bencana/NSD banjir/NSD yang/S-- melanda/VBT beberapa/NUM kota/NSD tidak/ADV hanya/ADV disebabkan/VSP oleh/R-- tinggi/ADJ nya/PRF curah/NSD hujan/NSD ./Z-- Faktor/NSD kerusakan/NSD hutan/NSD di/PRD kawasan/NSD tangkapan/NSD air/NSD wilayah/NSD hulu/NSD sungai/NSD diidentifikasi/VSP sebagai/NSD penyebab/NSD utama/ADJ sering/ADJ terjadi/VBI nya/PRF banjir/NSD ./Z-- Dampak/NSD nya/PRF juga/ADV berupa/VSA pendangkalan/NSD sungai/NSD ./Z-- Kerusakan/NSD hutan/NSD disebabkan/VSP oleh/R-- beberapa/NUM kegiatan/NSD manusia/NSD ,/Z-- antara/R-- lain/ADJ pembelakan/NSD liar/ADJ dan/CCA penambangan/NSD liar/ADJ ./Z-- Kerusakan/NSD hutan/NSD juga/ADV banyak/ADJ terjadi/VBI akibat/NSD kebakaran/NSD hutan/NSD ,/Z-- alih/VSA fungsi/NSD hutan/NSD menjadi/VBT kebun/NSD kelapa/NSD sawit/NSD ,/Z-- pertambangan/NSD batu/NSD baru/ADJ ,/Z-- dan/CCA penambangan/NSD emas/NSD liar/ADJ ./Z-- Cara/NSD mengatasi/VBT permasalahan/NSD tersebut/PRD adalah/VBL"
"Bencana banjir yang menghantam beberapa kota tidak hanya disebabkan oleh tingginya curah hujan. Kerusakan hutan di daerah tangkapan air di hulu sungai diidentifikasi sebagai penyebab utama seringnya terjadinya banjir, yang juga menyebabkan pendangkalan sungai. Kerusakan hutan ini disebabkan oleh berbagai kegiatan manusia seperti pembalakan liar dan penambangan ilegal. Selain itu, kebakaran hutan, konversi hutan menjadi kebun kelapa sawit, pertambangan batu bara, dan penambangan emas liar juga berkontribusi terhadap kerusakan hutan. Upaya untuk mengatasi permasalahan ini adalah",106v002,"0,29",3,"Bencana/NSD banjir/NSD yang/S-- menghantam/VSA beberapa/B-- kota/NSD tidak/G-- hanya/D-- disebabkan/VSP oleh/R-- tinggi/ASP nya/PS3 curah/VSA hujan/NSD ./Z-- Kerusakan/NSD hutan/NSD di/R-- daerah/NSD tangkapan/NSD air/NSD di/R-- hulu/NSD sungai/NSD diidentifikasi/VSP sebagai/R-- penyebab/NSD utama/ASP sering/D-- nya/PS3 terjadi/VSP nya/PS3 banjir/NSD ,/Z-- yang/S-- juga/D-- menyebabkan/VSA pendangkalan/NSD sungai/NSD ./Z-- Kerusakan/NSD hutan/NSD ini/B-- disebabkan/VSP oleh/R-- berbagai/B-- kegiatan/NSD manusia/NSD seperti/R-- pembalakan/NSD liar/ASP dan/H-- penambangan/NSD ilegal/ASP ./Z-- Selain/ASP itu/B-- ,/Z-- kebakaran/NSD hutan/NSD ,/Z-- konversi/NSD hutan/NSD menjadi/VSA kebun/NSD kelapa/NSD sawit/NSD ,/Z-- pertambangan/NSD batu/NSD bara/NSD ,/Z-- dan/H-- penambangan/NSD emas/NSD liar/ASP juga/D-- berkontribusi/VSA terhadap/R-- kerusakan/NSD hutan/NSD ./Z-- Upaya/NSD untuk/R-- mengatasi/VSA permasalahan/NSD ini/B-- adalah/O--","Bencana/NSD banjir/NSD yang/S-- menghantam/VSA beberapa/O-- kota/NSD tidak/B-- hanya/B-- disebabkan/VSP oleh/R-- tingginya/NSD PAD/PAD curah/NSD hujan/NSD ./Z-- Kerusakan/NSD hutan/NSD di/R-- daerah/NSD tangkapan/NSD air/NSD di/R-- hulu/NSD sungai/NSD diidentifikasi/VSP sebagai/R-- penyebab/NSD utama/ASP seringnya/B-- PAD/PAD terjadinya/NSD PAD/PAD banjir/NSD ,/Z-- yang/S-- juga/B-- menyebabkan/VSA pendangkalan/NSD sungai/NSD ./Z-- Kerusakan/NSD hutan/NSD ini/PR- disebabkan/VSP oleh/R-- berbagai/O-- kegiatan/NSD manusia/NSD seperti/R-- pembalakan/NSD liar/ASP dan/CC- penambangan/NSD ilegal/ASP ./Z-- Selain/R-- itu/B-- ,/Z-- kebakaran/NSD hutan/NSD ,/Z-- konversi/NSD hutan/NSD menjadi/VSA kebun/NSD kelapa/NSD sawit/NSD ,/Z-- pertambangan/NSD batu/NSD bara/NSD ,/Z-- dan/CC- penambangan/NSD emas/NSD liar/ASP juga/B-- berkontribusi/VSA terhadap/R-- kerusakan/NSD hutan/NSD ./Z-- Upaya/NSD untuk/R-- mengatasi/VSA permasalahan/NSD ini/PR- adalah/VSB","Bencana/NSD banjir/NSD yang/S-- menghantam/VBT beberapa/NUM kota/NSD tidak/ADV hanya/ADV disebabkan/VSP oleh/R-- tinggi/ADJ nya/PRF curah/NSD hujan/NSD ./Z-- Kerusakan/NSD hutan/NSD di/PRD daerah/NSD tangkapan/NSD air/NSD di/PRD hulu/NSD sungai/NSD diidentifikasi/VSP sebagai/R-- penyebab/NSD utama/ADJ sering/ADJ nya/PRF terjadi/VBI nya/PRF banjir/NSD ,/Z-- yang/S-- juga/ADV menyebabkan/VBT pendangkalan/NSD sungai/NSD ./Z-- Kerusakan/NSD hutan/NSD ini/PRD disebabkan/VSP oleh/R-- berbagai/NUM kegiatan/NSD manusia/NSD seperti/R-- pembalakan/NSD liar/ADJ dan/CCA penambangan/NSD ilegal/ADJ ./Z-- Selain/R-- itu/PRD ,/Z-- kebakaran/NSD hutan/NSD ,/Z-- konversi/NSD hutan/NSD menjadi/VBT kebun/NSD kelapa/NSD sawit/NSD ,/Z-- pertambangan/NSD batu/NSD bara/NSD ,/Z-- dan/CCA penambangan/NSD emas/NSD liar/ADJ juga/ADV berkontribusi/VSA terhadap/R-- kerusakan/NSD hutan/NSD ./Z-- Upaya/NSD untuk/R-- mengatasi/VBT permasalahan/NSD ini/PRD adalah/VBL"
"Langkah-langkah untuk mengatasi bencana seperti banjir, tanah longsor adalah",106v003,"0,20",3,"Langkah-lang/NSD PAD/PAD kah/T-- untuk/R-- mengatasi/VSA bencana/NSD seperti/R-- banjir/NSD ,/Z-- tanah/NSD longsor/X-- adalah/O--","Langkah-langkah/NSD PAD/PAD PAD/PAD untuk/R-- mengatasi/VSA bencana/NSD seperti/R-- banjir/NSD ,/Z-- tanah/NSD longsor/NSD adalah/VSB","Langkah/NSD -/Z-- langkah/NSD untuk/R-- mengatasi/VBT Bencana/NSD seperti/R-- banjir/NSD ,/Z-- tanah/NSD longsor/NSD adalah/VBL"
Pengelolaan biologis dianggap paling efektif dalam penanganan limbah dari bahan berbahaya dan beracun (limbah B3) karena,108v001,"0,43",2,Pengelolaan/NSD biologis/NSD dianggap/VSP paling/D-- efektif/ASP dalam/ASP penanganan/NSD limbah/NSD dari/R-- bahan/NSD berbahaya/VSA dan/H-- beracun/VSA (/Z-- limbah/NSD B3/X-- )/Z-- karena/S--,Pengelolaan/NSD biologis/ASP dianggap/VSP paling/B-- efektif/ASP dalam/R-- penanganan/NSD limbah/NSD dari/R-- bahan/NSD berbahaya/ASP dan/CC- beracun/ASP (/Z-- limbah/NSD B3/X-- )/Z-- karena/R--,Pengelolaan/NSD biologis/ADJ dianggap/VSP paling/ADV efektif/ADJ dalam/R-- penanganan/NSD limbah/NSD dari/R-- bahan/NSD berbahaya/ADJ dan/CCA beracun/ADJ (/Z-- limbah/NSD B3/X-- )/Z-- karena/R--
Cara terbaik untuk mengatasi limbah dari bahan berbahaya dan beracun (limbah B3) adalah dengan pengelolaan secara biologis karena,108v002,"0,25",3,Cara/NSD terbaik/ASS untuk/R-- mengatasi/VSA limbah/NSD dari/R-- bahan/NSD berbahaya/VSA dan/H-- beracun/VSA (/Z-- limbah/NSD B3/X-- )/Z-- adalah/O-- dengan/R-- pengelolaan/NSD secara/R-- biologis/NSD karena/S--,Cara/NSD terbaik/ASP untuk/R-- mengatasi/VSA limbah/NSD dari/R-- bahan/NSD berbahaya/ASP dan/CC- beracun/ASP (/Z-- limbah/NSD B3/X-- )/Z-- adalah/VSB dengan/R-- pengelolaan/NSD secara/R-- biologis/ASP karena/R--,Cara/NSD terbaik/ADJ untuk/R-- mengatasi/VBT limbah/NSD dari/R-- bahan/NSD berbahaya/ADJ dan/CCA beracun/VSA (/Z-- limbah/NSD B3/X-- )/Z-- adalah/VBL dengan/R-- pengelolaan/NSD secara/R-- biologis/ADJ karena/NSD
Pengelolaan biologis dianggap sebagai solusi terbaik dalam menanggulangi limbah dari bahan berbahaya dan beracun (limbah B3) karena,108v003,"0,00",3,Pengelolaan/NSD biologis/NSD dianggap/VSP sebagai/R-- solusi/NSD terbaik/ASS dalam/ASP menanggulangi/VSA limbah/NSD dari/R-- bahan/NSD berbahaya/VSA dan/H-- beracun/VSA (/Z-- limbah/NSD B3/X-- )/Z-- karena/S--,Pengelolaan/NSD biologis/ASP dianggap/VSP sebagai/R-- solusi/NSD terbaik/ASP dalam/R-- menanggulangi/VSA limbah/NSD dari/R-- bahan/NSD berbahaya/ASP dan/CC- beracun/ASP (/Z-- limbah/NSD B3/X-- )/Z-- karena/R--,Pengelolaan/NSD biologis/ADJ dianggap/VSP sebagai/R-- solusi/NSD terbaik/ADJ dalam/R-- menanggulangi/VBT limbah/NSD dari/R-- bahan/NSD berbahaya/VSA dan/CCA beracun/VSA (/Z-- limbah/NSD B3/X-- )/Z-- karena/R--
"Untuk mengendalikan populasi serangga yang merusak tanaman pertanian secara serius tanpa dampak negatif bagi lingkungan, metode yang digunakan adalah",112v001,"0,50",2,"Untuk/R-- mengendalikan/VSA populasi/NSD serangga/NSD yang/S-- merusak/VSA tanaman/NSD pertanian/NSD secara/R-- serius/ASP tanpa/D-- dampak/NSD negatif/ASP bagi/R-- lingkungan/NSD ,/Z-- metode/NSD yang/S-- digunakan/VSP adalah/O--","Untuk/R-- mengendalikan/VSA populasi/NSD serangga/NSD yang/S-- merusak/VSA tanaman/NSD pertanian/NSD secara/R-- serius/ASP tanpa/R-- dampak/NSD negatif/ASP bagi/R-- lingkungan/NSD ,/Z-- metode/NSD yang/S-- digunakan/VSP adalah/VSB","Untuk/R-- mengendalikan/VBT populasi/NSD serangga/NSD yang/S-- merusak/VBT tanaman/NSD pertanian/NSD secara/R-- serius/ADJ tanpa/R-- dampak/NSD negatif/NSD bagi/R-- lingkungan/NSD ,/Z-- metode/NSD yang/S-- digunakan/VSP adalah/VBL"
Meningkatnya populasi sejenis Insecta yang merusak tanaman pertanian perlu dikendalikan secara serius. Cara pengendalian yang tidak menimbulkan dampak negatif bagi lingkungan adalah,112v002,"0,00",3,Meningkat/VSA nya/PS3 populasi/NSD sejenis/ASP Insecta/X-- yang/S-- merusak/VSA tanaman/NSD pertanian/NSD perlu/VSA dikendalikan/VSP secara/R-- serius/ASP ./Z-- Cara/NSD pengendalian/NSD yang/S-- tidak/G-- menimbulkan/VSA dampak/NSD negatif/X-- bagi/R-- lingkungan/NSD adalah/O--,Meningkatnya/NSD PAD/PAD populasi/NSD sejenis/ASP Insecta/NSD yang/S-- merusak/VSA tanaman/NSD pertanian/NSD perlu/VSA dikendalikan/VSP secara/R-- serius/ASP ./Z-- Cara/NSD pengendalian/NSD yang/S-- tidak/B-- menimbulkan/VSA dampak/NSD negatif/ASP bagi/R-- lingkungan/NSD adalah/VSB,Meningkat/VBT nya/PRF populasi/NSD sejenis/NSD Insecta/F-- yang/S-- merusak/VBT tanaman/NSD pertanian/NSD perlu/ADV dikendalikan/VSP secara/R-- serius/ADJ ./Z-- Cara/NSD pengendalian/NSD yang/S-- tidak/ADV menimbulkan/VBT dampak/NSD negatif/ADJ bagi/R-- lingkungan/NSD adalah/VBL
Populasi serangga perusak tanaman pertanian yang meningkat perlu dikendalikan dengan serius. Cara pengendalian yang ramah lingkungan adalah,112v003,"0,00",3,Populasi/NSD serangga/NSD perusak/NSD tanaman/NSD pertanian/NSD yang/S-- meningkat/VSA perlu/VSA dikendalikan/VSP dengan/R-- serius/ASP ./Z-- Cara/NSD pengendalian/NSD yang/S-- ramah/ASP lingkungan/NSD adalah/O--,Populasi/NSD serangga/NSD perusak/NSD tanaman/NSD pertanian/NSD yang/S-- meningkat/VSA perlu/VSA dikendalikan/VSP dengan/R-- serius/ASP ./Z-- Cara/NSD pengendalian/NSD yang/S-- ramah/ASP lingkungan/NSD adalah/VSB,Populasi/NSD serangga/NSD perusak/NSD tanaman/NSD pertanian/NSD yang/S-- meningkat/VBT perlu/ADV dikendalikan/VSP dengan/R-- serius/ADJ ./Z-- Cara/NSD pengendalian/NSD yang/S-- ramah/ADJ lingkungan/NSD adalah/VBL
Pencemaran sampah plastik dalam tanah selain mengurangi kemampuan daya dukung tanah juga merupakan polutan yang tidak dapat diuraikan. Untuk menanggulanginya dilakukan,113v001,"0,53",2,Pencemaran/NSD sampah/NSD plastik/NSD dalam/ASP tanah/NSD selain/ASP mengurangi/VSA kemampuan/NSD daya/NSD dukung/VSA tanah/NSD juga/D-- merupakan/O-- polutan/NSD yang/S-- tidak/G-- dapat/VSA diuraikan/VSP ./Z-- Untuk/R-- menanggulangi/VSA nya/PS3 dilakukan/VSP,Pencemaran/NSD sampah/NSD plastik/NSD dalam/R-- tanah/NSD selain/R-- mengurangi/VSA kemampuan/NSD daya/NSD dukung/NSD tanah/NSD juga/B-- merupakan/VSB polutan/NSD yang/S-- tidak/B-- dapat/VSA diuraikan/VSP ./Z-- Untuk/R-- menanggulanginya/VSA PAD/PAD dilakukan/VSP,Pencemaran/NSD sampah/NSD plastik/NSD dalam/R-- tanah/NSD selain/R-- mengurangi/VBT kemampuan/NSD daya/NSD dukung/VBI tanah/NSD juga/ADV merupakan/VBL polutan/NSD yang/S-- tidak/ADV dapat/VSA diuraikan/VSP ./Z-- Untuk/R-- menanggulangi/VBT nya/PRF dilakukan/VSP
"Selain mengurangi kemampuan daya dukung tanah, pencemaran sampah plastik juga tidak dapat diuraikan. Upaya untuk menanggulangi hal ini adalah",113v002,"0,70",2,"Selain/ASP mengurangi/VSA kemampuan/NSD daya/NSD dukung/VSA tanah/NSD ,/Z-- pencemaran/NSD sampah/NSD plastik/ASP juga/D-- tidak/G-- dapat/VSA diuraikan/VSP ./Z-- Upaya/NSD untuk/R-- menanggulangi/VSA hal/NSD ini/B-- adalah/O--","Selain/R-- mengurangi/VSA kemampuan/NSD daya/NSD dukung/NSD tanah/NSD ,/Z-- pencemaran/NSD sampah/NSD plastik/NSD juga/B-- tidak/B-- dapat/VSA diuraikan/VSP ./Z-- Upaya/NSD untuk/R-- menanggulangi/VSA hal/NSD ini/PR- adalah/VSB","Selain/R-- mengurangi/VBT kemampuan/NSD daya/NSD dukung/VBI tanah/NSD ,/Z-- pencemaran/NSD sampah/NSD plastik/NSD juga/ADV tidak/ADV dapat/VSA diuraikan/VSP ./Z-- Upaya/NSD untuk/R-- menanggulangi/VBT hal/NSD ini/PRD adalah/VBL"
Pencemaran plastik dalam tanah mengurangi daya dukung tanah dan tidak bisa diuraikan. Upaya penanggulangannya adalah,113v003,"0,00",3,Pencemaran/NSD plastik/NSD dalam/ASP tanah/NSD mengurangi/VSA daya/NSD dukung/VSA tanah/NSD dan/H-- tidak/G-- bisa/M-- diuraikan/VSP ./Z-- Upaya/NSD penanggulangan/NSD nya/PS3 adalah/O--,Pencemaran/NSD plastik/NSD dalam/R-- tanah/NSD mengurangi/VSA daya/NSD dukung/NSD tanah/NSD dan/CC- tidak/B-- bisa/VSA diuraikan/VSP ./Z-- Upaya/NSD penanggulangannya/NSD PAD/PAD adalah/VSB,Pencemaran/NSD plastik/NSD dalam/R-- tanah/NSD mengurangi/NSD daya/NSD dukung/VBI tanah/NSD dan/CCA tidak/ADV bisa/VSA diuraikan/VSP ./Z-- Upaya/NSD penanggulangan/NSD nya/PRF adalah/VBL
Penggunaan kendaraan bermotor dan alat-alat yang mengandung CFC bisa menyebabkan,114v001,"0,41",2,Penggunaan/NSD kendaraan/NSD bermotor/VSA dan/H-- alat-alat/NSD PAD/PAD PAD/PAD yang/S-- mengandung/VSA CFC/F-- bisa/M-- menyebabkan/VSA,Penggunaan/NSD kendaraan/NSD bermotor/ASP dan/CC- alat-alat/NSD PAD/PAD PAD/PAD yang/S-- mengandung/VSA CFC/NSD bisa/VSA menyebabkan/VSA,Penggunaan/NSD kendaraan/NSD bermotor/ADV dan/CCA alat/NSD -/Z-- alat/NSD yang/S-- mengandung /VBT CFC/X-- bisa/VSA menyebabkan/VBT
Kendaraan bermotor dan alat-alat dengan CFC dapat mengakibatkan,114v002,"0,75",1,Kendaraan/NSD bermotor/VSA dan/H-- alat-alat/NSD PAD/PAD PAD/PAD dengan/R-- CFC/F-- dapat/VSA mengakibatkan/VSA,Kendaraan/NSD bermotor/ASP dan/CC- alat-alat/NSD PAD/PAD PAD/PAD dengan/R-- CFC/NSD dapat/VSA mengakibatkan/VSA,Kendaraan/NSD bermotor/ADV dan/CCA alat/NSD -/Z-- alat/NSD dengan/R-- CFC/X-- dapat/VSA mengakibatkan/VBT
